region,species_id,additive_kan_ipp,gam_ipp_same_basis,maxnet_bg10k,maxnet_bg50k,e2e_cor
SWI,swi03,0.0761011391595323,0.0760288679201754,0.0761573469126796,0.0765803497185036,0.1008764645054605
SWI,swi04,0.1076996297727829,0.1033513758264015,0.1406010831441416,0.1468444589245349,0.1301013836885105
SWI,swi05,0.1021171401436447,0.1041191180635922,0.1551992812503365,0.1608778404648774,0.1799395838989083
SWI,swi06,0.3553260322142246,0.355368141772528,0.2884657503701685,,0.3338758890721372
SWI,swi07,0.2062660333778962,0.2059586297256507,0.2141629355095246,0.2179002153294036,0.227260946009155
SWI,swi08,0.2474475360307397,0.2469933598221698,0.2444882883304146,0.2564463176351444,0.244537339511014
SWI,swi09,0.1639209847769311,0.1639230209429694,0.1660049934033178,0.169198109773214,0.152256398667175
SWI,swi10,0.2819111521700747,0.2817344893959042,0.2704039952412646,0.2738798047141347,0.2723879335728623
SWI,swi11,0.1123983054031534,0.1098611420243338,0.1233037919166526,0.1267221334108885,0.1270877670885074
SWI,swi12,0.0350633778841135,0.0342697379592612,0.0319320634925333,0.0324305566584895,0.0178187659173623
SWI,swi13,0.3558869297468286,0.3545398229501185,0.3230738684119683,0.3372606238338849,0.3663889316364314
SWI,swi14,0.2931515983836583,0.2920461972248489,0.2748718790886252,0.283782753163635,0.2778718487215129
SWI,swi15,0.1109100133200984,0.1109110598625237,0.1116702297675407,0.1107475910658032,0.1076011907079466
SWI,swi16,0.2150483920481296,0.215857715775828,0.2193868782661032,0.2202800284116343,0.2208287435624239
SWI,swi17,0.3996701317466264,0.3978107029683477,0.4197321047386684,0.4257592296988947,0.3861185979282787
SWI,swi18,0.0706740298205376,0.0692510758892677,0.0931035198275309,0.0909156396808953,0.0974767947650071
SWI,swi19,0.0573965793341851,0.0408968472400629,0.0661933569156063,0.0687410308814443,0.0103131504564669
SWI,swi20,0.1360707057022606,0.1359433371632286,0.1338204144921792,0.1347479532226968,0.1247131287283851
SWI,swi21,0.1131664724456596,0.1130330877659457,0.0912143822851972,0.0903118704970649,0.0705528904220941
SWI,swi22,0.1590419690352001,0.1584782544724275,0.1536507406280468,0.1516563753996999,0.1709885091052402
SWI,swi23,0.3259756441325177,0.3259395540756233,0.2728412143098279,0.2843782234003258,0.2452226680437495
SWI,swi24,0.0808420825042396,0.0807197016921572,0.0413378083327318,0.0401288128363607,0.0552240201774515
SWI,swi25,0.2416029817981812,0.2423620467210961,0.1961859118214489,0.1954263441809054,0.3119505400534154
SWI,swi26,0.0357333782667545,0.0321665658443767,0.0598302697342276,0.0597689159459551,0.0445775325738
SWI,swi27,0.1423377815581648,0.1423415690297717,0.1443003388638013,0.1459762813093718,0.1214474404400362
SWI,swi28,0.4931720594504953,0.4916880586037824,0.4537473900369027,,0.4766629206220203
SWI,swi29,0.0614529980644778,0.0569573801464527,0.0580401215712067,0.0574478184860458,0.0458215068989432
SWI,swi30,0.2405076034683195,0.2403012410076725,0.2269835175025306,0.233059332438075,0.2412826216742849
