region,species_id,n_presence,lambda_s,additive_kan_ipp,gam_ipp_same_basis,maxnet_bg10k,deep2_rphi,deep2_rx,deep3_rphi,deep3_rx,e2e_auc,remediation,failed
AWT,awt34,28,0.01,0.8973180076628353,0.8973180076628353,0.8390804597701149,0.8911877394636015,0.8957854406130269,0.821455938697318,0.7795657726692209,0.7402298850574712,primary,False
AWT,awt35,44,1.0,0.6861538461538461,0.6861538461538461,0.6896153846153845,0.6665384615384615,0.6423076923076924,0.6287179487179487,0.6815384615384615,0.5611538461538461,R2,False
AWT,awt36,56,0.1,0.3925413302575932,0.3925413302575932,0.3760092272202998,0.4300909906446238,0.45328719723183397,0.4302191464821223,0.48122516980648467,0.6628219915417147,primary,False
AWT,awt37,28,0.01,0.8336272780717225,0.8348030570252792,0.829512051734274,0.7660199882422104,0.8581226729374878,0.8291201254164218,0.824612972761121,0.5734861845972957,R2,False
AWT,awt38,42,1.0,0.8081395348837209,0.8081395348837209,0.8263081395348837,0.7822189922480621,0.8078972868217055,0.6727228682170542,0.7124515503875969,0.5770348837209303,primary,False
AWT,awt39,20,0.01,0.7575892857142856,0.7575892857142856,0.8053571428571428,0.7605654761904762,0.784077380952381,0.6668154761904761,0.7095238095238096,0.5549107142857143,primary,False
AWT,awt40,57,0.1,0.7575757575757576,0.7575757575757576,0.7659200702678963,0.7672375933245498,0.7764602547211243,0.7701654223393354,0.7067779241692285,0.4650856389986824,R2,True
CAN,can01,16,0.01,0.734843698365586,0.7348405150329096,0.6695720388184682,0.6902288361432561,0.7101712531921752,0.6692259145512663,0.6570823593851216,0.5247316147379207,R1,False
CAN,can02,740,0.0001,0.7028290176551696,0.7028361210197559,0.707400322859681,0.7034214246717091,0.7016797570333607,0.7010253380098664,0.7003811114521145,0.6911677391963156,primary,False
CAN,can03,165,1.0,0.4574404741146046,0.4574411408357031,0.4602677818619858,0.45953524342431784,0.4771969930399787,0.47598236396188504,0.4856466059519662,0.4955644583906542,primary,False
CAN,can04,42,0.0001,0.5825983373467215,0.5832536505244648,0.4427758107214311,0.6128995551164466,0.5917096951088295,0.5551485640177426,0.5372064890669638,0.5039842365626195,primary,False
CAN,can05,138,1.0,0.6314697688037998,0.6314120235803762,0.6301468390841719,0.630450048156904,0.6178529484800074,0.6317390455603066,0.6043401642932705,0.5871564030022349,primary,False
CAN,can06,27,0.01,0.8841522690115329,0.8841561678800811,0.8883708447808446,0.8859331855228946,0.8890531467768055,0.856693404240756,0.8400508672383274,0.819384264686388,primary,False
CAN,can07,221,1.0,0.6622253311043871,0.6622409387896114,0.6587635887045915,0.6684545551310546,0.6682873701064458,0.6717097417687388,0.6670428329720366,0.6511913303948702,primary,False
CAN,can08,322,0.0001,0.5398029693554295,0.5396007338246918,0.5380771319149483,0.5413240384347644,0.5436876993332177,0.5437511111253907,0.5490416530118727,0.5423411867140462,primary,False
CAN,can09,119,0.1,0.7018689344365605,0.7018610570814442,0.6999085375200553,0.7106888754145902,0.7159119166924987,0.6945712391093791,0.717374549926251,0.7200524248628064,primary,False
CAN,can10,234,0.0001,0.6685819512558122,0.6686461041377109,0.6772134244556307,0.6643949305020449,0.6610003288660363,0.6657177161173964,0.6526514524116442,0.6386889287368904,primary,False
CAN,can11,478,1.0,0.5986135149250627,0.5986152224922603,0.6012407888317085,0.598177398590632,0.5942714910221184,0.5978301638829723,0.5881845243970738,0.5715901513517058,primary,False
CAN,can12,312,0.001,0.5341860275370506,0.5343429627255505,0.511525718437191,0.5237657262136809,0.5393711089084663,0.5327199067341722,0.529660373253299,0.5264289007470817,primary,False
CAN,can13,39,1.0,0.3654907438546393,0.3654902030196294,0.3582614514438328,0.38704898457407433,0.365194104046167,0.477125907701425,0.4418752978689789,0.5056618050515957,primary,False
CAN,can14,18,0.01,0.3891702244019476,0.3892803965845741,0.3017324994707501,0.5059302742690471,0.3616893950085856,0.48407278361912826,0.4601684484745842,0.5001031155176063,primary,False
CAN,can15,721,0.1,0.6843092022853609,0.6843197815994377,0.6958828287282062,0.680764392424314,0.675116308034123,0.6636826797493224,0.6669730420753207,0.6441645562915425,primary,False
CAN,can16,57,1.0,0.5253882714925698,0.5252839332412789,0.5023306279386758,0.5187481407811605,0.49343198107999703,0.5372125333179417,0.5126792804952589,0.5640600233540085,primary,False
CAN,can17,313,0.001,0.4796498670636515,0.479027250677665,0.3872319258161708,0.47880178691465486,0.48834209518440214,0.4773106280877981,0.492392165921522,0.4695176256145823,primary,False
CAN,can18,612,0.01,0.7808776705012326,0.7809830634399246,0.7924747422872936,0.7750566322746889,0.7777194785077898,0.7721731790522876,0.7632171872234524,0.7349703234178379,primary,False
CAN,can19,109,0.1,0.4803009211521276,0.4802235856190279,0.5015080428954424,0.4786482321669989,0.44797848735516305,0.46883712181969556,0.4775082491235307,0.5672604317041314,primary,False
CAN,can20,380,0.001,0.6264315621475999,0.626537174727581,0.6007668865100315,0.6211026570105658,0.6284713040249964,0.6209048585661981,0.6200317399915433,0.5822785447470678,primary,False
NSW,nsw01,26,0.01,0.7015555555555555,0.7016666666666667,0.699462962962963,0.6622407407407407,0.6536111111111111,0.6584259259259259,0.6774197530864198,0.5515925925925925,R2,False
NSW,nsw02,6,0.01,0.7253115714757344,0.7252703037306042,0.6402174810168373,0.6635681468031254,0.6679081379993397,0.7010805271266646,0.6730803620556839,0.6635131231429514,primary,False
NSW,nsw03,12,0.01,0.7259085783675948,0.7275565964090553,0.6614623991673172,0.7169745858270448,0.6603348078757915,0.6486541185994738,0.6875415618585018,0.6532223089600139,primary,False
NSW,nsw04,49,0.0001,0.8629032258064517,0.8629032258064517,0.8520011947431302,0.8656411788132217,0.8544902429311031,0.8489645559538032,0.8425428116288333,0.6911589008363201,primary,False
NSW,nsw05,22,0.01,0.553254716981132,0.553443396226415,0.5593867924528302,0.5404559748427672,0.5489150943396227,0.5467924528301887,0.49487421383647795,0.43,primary,False
NSW,nsw06,44,1.0,0.475135052562874,0.4751906011748531,0.4766626393922981,0.4792086174413383,0.4635624250672368,0.49809514551421813,0.4842542830294361,0.5195045063811468,primary,False
NSW,nsw07,28,0.01,0.7425682682336675,0.7397165572070515,0.7640425164189423,0.752707685217191,0.7544359949302916,0.7001526673579906,0.674890540384837,0.657578638091946,primary,False
NSW,nsw08,129,1.0,0.8576246334310851,0.8576246334310851,0.8504398826979472,0.8616568914956012,0.8624633431085044,0.8526148582600195,0.8586999022482894,0.7719941348973607,primary,False
NSW,nsw09,426,1.0,0.587864935064935,0.5879272727272727,0.5636571428571429,0.5922493506493507,0.5963290043290044,0.6074251082251082,0.5892709956709957,0.5954909090909092,primary,False
NSW,nsw10,65,1.0,0.9640804597701148,0.9640804597701148,0.9633620689655172,0.962404214559387,0.9637611749680716,0.9339878671775224,0.8492975734355045,0.6954022988505747,primary,False
NSW,nsw11,48,1.0,0.5988286969253294,0.5968251521923402,0.6247977190413809,0.5447586756055586,0.48863373661092696,0.5793069790141532,0.5231563535485859,0.6296524620482391,primary,False
NSW,nsw12,139,0.1,0.6571742112482852,0.6573388203017833,0.6378600823045268,0.6551074531321445,0.6649108367626886,0.6561133973479651,0.6775308641975308,0.6887791495198903,primary,False
NSW,nsw13,155,1.0,0.7833382570162482,0.7832791728212702,0.7725849335302807,0.7602363367799114,0.8351354012801576,0.7230526834071886,0.7968685376661743,0.7571048744460858,primary,False
NSW,nsw14,315,0.01,0.6493610865546894,0.649223315461361,0.657478100136623,0.6631190610134594,0.6513932101812839,0.6502030210139187,0.6347305618381726,0.6389593690083927,primary,False
NSW,nsw15,236,0.01,0.7843071176825758,0.7839560779027479,0.7884493870845445,0.7847798512527439,0.7791444926539075,0.774744794080065,0.7621214035974556,0.732114523217771,primary,False
NSW,nsw16,120,1.0,0.6545918869862531,0.6546129926411617,0.6365465520395097,0.6449583280569197,0.6432182840633545,0.6335636194791124,0.6112432168770198,0.5628737459723375,primary,False
NSW,nsw17,148,0.1,0.5228858697200147,0.522878749038708,0.5078185080748525,0.5512546640462559,0.539821223427991,0.5748858317430479,0.5411076931840838,0.506330285681734,primary,False
NSW,nsw18,69,0.1,0.6406894634417569,0.640565749235474,0.7380191826522102,0.6410429987952924,0.6378171624501899,0.6003637290334538,0.6129218793438977,0.5308173477898248,R2,True
NSW,nsw19,47,1.0,0.9602713178294572,0.9603594080338266,0.9574964763918252,0.9678617571059432,0.9644702842377261,0.9213354474982381,0.8526397697909326,0.7503523608174771,primary,False
NSW,nsw20,18,0.01,0.655770097870196,0.6663395485770364,0.8021908070975784,0.7076580997091302,0.7132500508359193,0.6202822056600271,0.6052436145664801,0.8494814736227887,primary,False
NSW,nsw21,37,0.0001,0.9017016910776195,0.9020554730064388,0.8817837684851058,0.9057937687209604,0.917324111417722,0.8761232576240006,0.8565355314983845,0.6947038845255784,R1,False
NSW,nsw22,17,0.01,0.8653721682847896,0.8821359223300971,0.8930097087378641,0.8278532901833873,0.8991909385113269,0.8507335490830638,0.8435814455231933,0.9123300970873786,primary,False
NSW,nsw23,60,1.0,0.7784221525600836,0.7784848484848484,0.7770657001044932,0.7406617903169628,0.7007506095437129,0.6762991988854058,0.6494235458028562,0.5684652560083594,primary,False
NSW,nsw24,68,1.0,0.6774279769158255,0.6773848665302462,0.5854476582438554,0.6785689651208241,0.6655908230443213,0.6695521884747736,0.6145835728354755,0.5077311291472191,primary,False
NSW,nsw25,23,0.01,0.6488962510696361,0.6494570873516964,0.6480925784592613,0.6543504320944825,0.6162309103664131,0.6110195656698812,0.6228954184879391,0.6010806216610005,R1,False
NSW,nsw26,10,0.01,0.6728110599078341,0.6727013385999561,0.7949308755760369,0.6481603394045791,0.5036573769292663,0.6134518323458416,0.6909882232462877,0.6008338819398727,R2,False
NSW,nsw27,23,0.01,0.5408785892634207,0.5408655846858094,0.5411620890553475,0.5455394298793176,0.5517582188930503,0.5321689901511998,0.5042915106117353,0.501635975863504,primary,False
NSW,nsw28,53,1.0,0.6879117001254704,0.6879901191969887,0.6800722435696361,0.6645060578732748,0.6491685944688416,0.5754040215913844,0.5630007384462568,0.5326786974592221,primary,False
NSW,nsw29,12,0.01,0.7303124193131938,0.7311730785781909,0.8461571563817885,0.5700720084918381,0.6668674871618325,0.6544309607826262,0.7030868978971224,0.647689129873483,primary,False
NSW,nsw31,24,0.01,0.5457340417584879,0.5456406641018937,0.5643838942217906,0.5291898554513876,0.5325055404076245,0.5260500317484033,0.494791083056313,0.4697036193179696,primary,False
NSW,nsw32,28,0.01,0.7683831320194957,0.7682065409338137,0.7088719361446635,0.7610722610722611,0.7763768218313672,0.7285088648725012,0.6844905935815025,0.5703185703185704,primary,False
NSW,nsw33,15,0.01,0.5338436823493686,0.5339832691723725,0.5027770431102883,0.5213200505451233,0.5289646739219164,0.5046365681559193,0.5149161989283649,0.4395221722648329,primary,False
NSW,nsw34,6,0.01,0.611034225907069,0.6112204432819965,0.5483530342851581,0.5881026847748957,0.5094667552609936,0.611034225907069,0.5774614903879388,0.5380327827224134,primary,False
NSW,nsw35,6,0.01,0.3948566928055337,0.3941718316611307,0.4396123685922679,0.43522925726808886,0.5615404810008103,0.48222214612653946,0.43301487290118595,0.6104509810635894,primary,False
NSW,nsw36,7,0.01,0.8562480474851609,0.8701811933770697,0.8745235863792565,0.8925231698427575,0.9306258460897636,0.8562480474851609,0.817400812246173,0.9214620431115276,primary,False
NSW,nsw37,6,0.01,0.5625,0.5623765797788309,0.5653201520537126,0.6016365521327014,0.5362361769352292,0.5364233642706688,0.5337513164823591,0.5425120951816746,primary,False
NSW,nsw38,9,0.01,0.4091173377868498,0.4124698459825571,0.5263808993628998,0.33743634151873153,0.2774953093750644,0.4225768540854828,0.4894455784416816,0.4329560215253293,R2,False
NSW,nsw39,16,0.01,0.6214447706479023,0.621176817807602,0.5215721453314073,0.6228971527098187,0.5889862321429497,0.563862093604859,0.5130546106010946,0.5115996396228467,primary,False
NSW,nsw40,14,0.01,0.6393313117431894,0.6392901667606143,0.659270170299083,0.6211411149467378,0.6422526055060215,0.5931282393101905,0.6034597444347982,0.6350604625518941,primary,False
NSW,nsw41,5,0.01,0.6147720249132316,0.6147403286898365,0.589993502274204,0.591559823980306,0.5692245518946418,0.6183378500451671,0.6103583258054802,0.5897716287104391,primary,False
NSW,nsw42,11,0.01,0.8842541436464089,0.8845303867403316,0.9707182320441988,0.7151933701657459,0.7827808471454881,0.8151933701657459,0.7000920810313076,0.7593922651933702,primary,False
NSW,nsw43,42,0.1,0.6609280637058415,0.6610082304526749,0.6877371599593821,0.6295227406338517,0.6220828211568953,0.57977704736964,0.6030164965350151,0.5393217893217893,R1,False
NSW,nsw44,16,0.01,0.994074074074074,0.994074074074074,0.991604938271605,0.9571604938271605,0.9791769547325103,0.9316049382716051,0.8606995884773662,0.9619753086419752,primary,False
NSW,nsw45,22,0.01,0.7002575236376622,0.6993928457301828,0.8093761160924078,0.6212240831594579,0.6604196820742245,0.5318771656108824,0.5603551445202605,0.5958382676366097,R2,False
NSW,nsw46,14,0.01,0.9774909589724404,0.9774286070582368,0.9878413767302656,0.934073242715218,0.977054495573014,0.930810159205221,0.9292513613501269,0.9742486594338446,primary,False
NSW,nsw47,41,0.1,0.921275262415792,0.921275262415792,0.8988720037599875,0.9079064180897175,0.9429082458614025,0.9007911640294534,0.9064050342054415,0.9421118596271346,primary,False
NSW,nsw48,79,1.0,0.875036171074715,0.8748914867758552,0.860712425487586,0.9010938132993808,0.8978625306248432,0.8840017747940662,0.8746551690877172,0.8080328722727009,primary,False
NSW,nsw49,110,0.1,0.7461333935158083,0.7460487619101352,0.693922745449288,0.7519494655279013,0.7618066967108867,0.7474780956948371,0.7321362662886455,0.6864328483472153,primary,False
NSW,nsw50,44,1.0,0.7689004679886139,0.7688522217397598,0.7379746224731026,0.8142841060774191,0.7747060999340635,0.7838728872163522,0.7893890416686768,0.7037680320355092,primary,False
NSW,nsw51,63,1.0,0.6721556886227544,0.6721556886227544,0.6274118429807052,0.745398092703482,0.8405411399423376,0.7488356620093147,0.8268463073852296,0.5838323353293413,primary,False
NSW,nsw52,186,1.0,0.7973111901937526,0.7973040008627198,0.7897695819404005,0.8071797452580372,0.8001677510574307,0.8034460860083636,0.7923721197742551,0.7414500880693051,primary,False
NSW,nsw53,34,0.1,0.6556046362366443,0.6556423906067127,0.6516404273794691,0.7049495979159589,0.7136456878216987,0.6970589345716767,0.5869168522923195,0.6357080832106317,R1,False
NSW,nsw54,118,1.0,0.4846540394279088,0.4844221105527638,0.4542713567839195,0.5431001159644376,0.5305501868315939,0.498054374436284,0.4796289137997681,0.5427908774642443,primary,False
NZ,nz01,23,0.01,0.8283093345547424,0.8324188669522982,0.7344564570868758,0.859391649252046,0.8486258618514313,0.8383035243799388,0.6872416301145177,0.7718287101093861,primary,False
NZ,nz02,80,0.0001,0.717229488621084,0.7167887951154194,0.8007585897473412,0.7245414180090578,0.6811214591690621,0.678264117923273,0.6195235295237803,0.5911363797867316,R2,False
NZ,nz03,32,0.01,0.6328586080136014,0.6324244243775705,0.6591614575600733,0.6301371388070376,0.6374437432334029,0.6142757434206308,0.5487957640969708,0.5509946364547017,R1,False
NZ,nz04,48,0.1,0.7857728631393156,0.785696441872569,0.7789717275076045,0.8342744500871951,0.8213465515936832,0.7770405917477671,0.7321521659314989,0.5069505856323344,R2,True
NZ,nz05,211,0.1,0.7414106248485403,0.7413983786006767,0.7421681789095432,0.7292567397828669,0.7228597853358002,0.6992980174259239,0.6779531189100348,0.6316896564822339,primary,False
NZ,nz06,35,0.01,0.6372654698330034,0.6371729463687084,0.6505437763123854,0.6490067630715232,0.6239884347310118,0.6215993115532442,0.6096485964841194,0.5199337210460204,primary,False
NZ,nz07,65,0.1,0.8667637617999292,0.8667637617999292,0.6980391275914914,0.8849838673981667,0.8937007972284207,0.8342539482858174,0.8757140693926521,0.7708916777739505,primary,False
NZ,nz08,124,1.0,0.8335122800951551,0.8335134215452489,0.8308355143998658,0.770721806185405,0.7456211338202063,0.7639235468467914,0.6515902362011375,0.6066746098548039,primary,False
NZ,nz09,36,1.0,0.745609149934954,0.7458173167348474,0.7387516457422297,0.7989618925774412,0.7350413786617764,0.67603817272979,0.6620241388588475,0.5485956822777072,R2,True
NZ,nz10,27,0.01,0.6174083464475142,0.6154748083443904,0.6661071175716309,0.6262432221970796,0.6596209016042157,0.6037939553626429,0.5896533542017378,0.5776474681059695,primary,False
NZ,nz11,21,0.01,0.7957637945495942,0.7964108394261803,0.8135151608738453,0.8276316113779352,0.8721332021523028,0.7715426647846657,0.5956463689746241,0.5700626169381986,primary,False
NZ,nz12,25,0.01,0.5408011293624959,0.5400257376231161,0.5677946939631612,0.5179045234049259,0.43204143326897126,0.5376228378304596,0.5376284737893601,0.5114618234698795,primary,False
NZ,nz13,21,0.01,0.7132065796242996,0.7132864027586591,0.6623658727179187,0.6080184652178146,0.70451963644285,0.5946462956010697,0.637648732601955,0.5202192132816085,R1,False
NZ,nz14,19,0.01,0.4350710120468337,0.4349472887739101,0.4648473895379982,0.4830665719177365,0.4285967803789164,0.45460959545379925,0.4491165609627788,0.4652136737733419,primary,False
NZ,nz15,32,0.0001,0.8723759442427277,0.8755488352333224,0.901729198836999,0.8812008259861019,0.8738038343647457,0.8723759442427278,0.8534206404495626,0.6022147100148854,primary,False
NZ,nz16,40,1.0,0.552148942117608,0.5522897763045436,0.5774498573206456,0.5389725268504141,0.563927838458753,0.5246983219238782,0.5250020949276449,0.5391374790405292,primary,False
NZ,nz17,94,0.1,0.7006806798610767,0.700664219080701,0.7340738193668155,0.6586706276427746,0.6263739560528986,0.6764429741017098,0.5710694569453376,0.558866735636184,R1,False
NZ,nz18,43,1.0,0.9470199976820388,0.946989337379229,0.9538083046222252,0.9463176203671507,0.9403833591469904,0.9217664794737526,0.8737490736936007,0.7022999968391441,primary,False
NZ,nz19,127,0.1,0.6786598662663756,0.6786200191048035,0.7073219159388646,0.6527823644468703,0.6245741448326055,0.6779737536390101,0.6190987308951965,0.5707331468340612,R1,False
NZ,nz20,33,0.01,0.9440297789954042,0.9439930073067708,0.9596369431099244,0.9378799858295931,0.923568714497375,0.9122070498711435,0.8889941811145481,0.7744315541121263,primary,False
NZ,nz21,21,0.01,0.7279698943656938,0.7280314925020512,0.6789356985631521,0.6936463255065579,0.7302964802339723,0.5464173579563003,0.6666020795912032,0.5498130743473911,primary,False
NZ,nz22,130,0.0001,0.6320167660987015,0.6339165281185646,0.5566462573821996,0.6280619012419312,0.645809235229439,0.643970501834048,0.6319363920564932,0.6398789066095889,primary,False
NZ,nz23,23,0.01,0.5191331521260524,0.5191261992101768,0.3532432517292773,0.5026532587465127,0.47601322502039584,0.49206414820298483,0.5200089790797181,0.4566940039155536,primary,False
NZ,nz24,22,0.01,0.7432292759706192,0.7450244840853445,0.7292287513116474,0.7673087909525474,0.7577970152734057,0.7042581905095021,0.6738772298006296,0.6990416229450858,primary,False
NZ,nz25,113,0.1,0.8557796508425005,0.8557799801307471,0.8670212222982145,0.8606566658899122,0.8383588390862368,0.8202168860695961,0.7228888662777626,0.6560548589828571,primary,False
NZ,nz26,22,0.01,0.8918884999185566,0.8919390126562223,0.8626867969939803,0.8113174196699123,0.8813269614593006,0.8784366834330385,0.8565411547523363,0.7405952848250835,primary,False
NZ,nz27,40,0.1,0.5940617156588118,0.5939232676982223,0.5371328359077905,0.5794214188043589,0.5454783000155051,0.5329173582349626,0.5361779613140775,0.4505665991600656,primary,False
NZ,nz28,18,0.01,0.6298786856637295,0.630376966784048,0.7679698809982967,0.6407267601305117,0.632587914920464,0.5341481053779621,0.5925618673699911,0.5706638702065167,R2,False
NZ,nz29,21,0.01,0.6825599769856473,0.6825745563495798,0.6137532889053521,0.6552011743051387,0.6164856608573914,0.6150810819300884,0.6304219358103674,0.5694811997223307,primary,False
NZ,nz30,101,1.0,0.7850314951319444,0.7848037681655218,0.7974358359153564,0.7889988294318862,0.736509445478274,0.748840712810546,0.6613212495805051,0.5348579820385335,R2,True
NZ,nz31,47,0.0001,0.9270484293193716,0.9284960732984292,0.9415981675392672,0.9336348167539267,0.9438503490401398,0.9129445898778359,0.888706369982548,0.5582081151832461,primary,False
NZ,nz32,105,0.1,0.7590928942037227,0.7591233760769621,0.7523618611397768,0.7390118101041518,0.7611649334610661,0.7377220892818701,0.6901146821734344,0.6288191267697917,primary,False
NZ,nz33,19,0.01,0.8343587991671159,0.8344299446775583,0.7734874265495914,0.7994604717336001,0.8682778925484956,0.7292772526112695,0.6233782425113299,0.5025315304125414,R2,True
NZ,nz34,42,1.0,0.5542785012761811,0.5542836398545722,0.5077288249260146,0.5794461163296231,0.5965814280626565,0.572689087258166,0.5076556421657906,0.4748224772300524,primary,False
NZ,nz35,24,0.01,0.8111634129673976,0.811621392703994,0.7749913811288243,0.6789450241953546,0.6922457537779527,0.7178767291739998,0.7140972867874334,0.4214863973133981,R2,True
NZ,nz36,170,0.001,0.6327093748381698,0.6337498841009548,0.6005613833234077,0.611126676038227,0.5972403521065354,0.6017972907610517,0.5375411743059448,0.5091418168324824,primary,False
NZ,nz37,22,0.01,0.5043530910284173,0.5044593486247871,0.5442988618170208,0.48881126067347797,0.4893036028000913,0.5021415480681828,0.5049667372833427,0.4785714650659534,primary,False
NZ,nz38,147,0.001,0.8197707615359362,0.8190249038164296,0.8306713648413127,0.8219402542625703,0.796732943237874,0.8117504201081963,0.7749392208924252,0.688553456337164,primary,False
NZ,nz39,21,0.01,0.6841496115871344,0.684703693295929,0.6739459349612856,0.5817111757804376,0.6044703333433884,0.5371491411204304,0.7209634988751664,0.5355858580566496,R2,False
