region,taxon_group,species_id,split_id,seed,estimand,n_presence,n_PA_test,categorical_encoding,lambda_s,lambda_r,lambda_kan,lambda_selection,basis_df,knots,background_scheme,integration_support,objective,protocol,model,n_background,converged,runtime_s,auc_roc,auprc,prg,artifact_path,skip_reason,optimizer,train_steps,final_loss,hidden_width,kan_input,steps_adam,steps_lbfgs,architecture
CAN,bird,can06,pa_holdout,0,global_conditional_density,27,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,additive_kan_ipp,50000,True,2.359588124003494,0.8841522690115329,0.02065308267122471,0.7795924421212153,,,lbfgs,15.0,,,n/a_additive_edges,,,
CAN,bird,can06,pa_holdout,0,global_conditional_density,27,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,standard_kan_ipp,50000,True,73.07863991201157,0.8136854184915536,0.023128505344145005,0.7035311284867846,,,adam_then_lbfgs,,90.71479305161597,4.0,continuous_z,225.0,15.0,"pykan_[6,4,1]"
CAN,bird,can07,pa_holdout,0,global_conditional_density,221,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,additive_kan_ipp,50000,True,2.372202362996177,0.6681379019137131,0.03446581730267686,0.341564292845689,,,lbfgs,15.0,,,n/a_additive_edges,,,
CAN,bird,can07,pa_holdout,0,global_conditional_density,221,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,standard_kan_ipp,50000,True,34.34031428699382,0.6501338042635978,0.0332043186604525,0.3119963709922692,,,adam_then_lbfgs,,1581.4088661597912,4.0,continuous_z,80.0,10.0,"pykan_[6,4,1]"
CAN,bird,can08,pa_holdout,0,global_conditional_density,322,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,additive_kan_ipp,50000,True,2.506232245999854,0.5416815155857425,0.19420661816867738,0.08010490739143417,,,lbfgs,15.0,,,n/a_additive_edges,,,
CAN,bird,can08,pa_holdout,0,global_conditional_density,322,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,standard_kan_ipp,50000,True,36.002968746994156,0.5413815117302712,0.19243963209139242,0.08730910667351936,,,adam_then_lbfgs,,2425.390693987816,4.0,continuous_z,80.0,10.0,"pykan_[6,4,1]"
CAN,bird,can09,pa_holdout,0,global_conditional_density,119,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,additive_kan_ipp,50000,True,2.464129773012246,0.7127443683297963,0.021863642509347976,0.4673041294328272,,,lbfgs,15.0,,,n/a_additive_edges,,,
CAN,bird,can09,pa_holdout,0,global_conditional_density,119,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,standard_kan_ipp,50000,True,37.55226826900616,0.7200524248628064,0.02359904217323286,0.4963753696967837,,,adam_then_lbfgs,,769.7291339047325,4.0,continuous_z,80.0,10.0,"pykan_[6,4,1]"
CAN,bird,can10,pa_holdout,0,global_conditional_density,234,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,additive_kan_ipp,50000,True,2.621258612998645,0.6697295616959885,0.11959053999995653,0.33155170788344407,,,lbfgs,15.0,,,n/a_additive_edges,,,
CAN,bird,can10,pa_holdout,0,global_conditional_density,234,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,standard_kan_ipp,50000,True,36.81883579499845,0.6386889287368904,0.1123043248330514,0.2724962945754431,,,adam_then_lbfgs,,1707.4493035433459,4.0,continuous_z,80.0,10.0,"pykan_[6,4,1]"
CAN,bird,can11,pa_holdout,0,global_conditional_density,478,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,additive_kan_ipp,50000,True,2.475184769995394,0.5954974802036778,0.3505278813125753,0.2051388556560621,,,lbfgs,15.0,,,n/a_additive_edges,,,
CAN,bird,can11,pa_holdout,0,global_conditional_density,478,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,standard_kan_ipp,50000,True,36.38793769100448,0.5697632527485001,0.34002491546198366,0.1534405538242171,,,adam_then_lbfgs,,3801.4098819005158,4.0,continuous_z,80.0,10.0,"pykan_[6,4,1]"
CAN,bird,can12,pa_holdout,0,global_conditional_density,312,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,additive_kan_ipp,50000,True,2.4277511580003193,0.5300755748336858,0.14851669867679376,0.06214058982069327,,,lbfgs,15.0,,,n/a_additive_edges,,,
CAN,bird,can12,pa_holdout,0,global_conditional_density,312,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,standard_kan_ipp,50000,True,34.49495213999762,0.5269050155627395,0.15293832478858688,0.06465866053038045,,,adam_then_lbfgs,,2733.3497356610783,4.0,continuous_z,80.0,10.0,"pykan_[6,4,1]"
CAN,bird,can13,pa_holdout,0,global_conditional_density,39,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,additive_kan_ipp,50000,True,2.2060939240036532,0.3832934590430563,0.03767650066556744,-0.3555234489268554,,,lbfgs,15.0,,,n/a_additive_edges,,,
CAN,bird,can13,pa_holdout,0,global_conditional_density,39,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,standard_kan_ipp,50000,True,49.95440075499937,0.5014349336149608,0.049107161412039795,-0.02679279072547076,,,adam_then_lbfgs,,169.7948953402812,4.0,continuous_z,150.0,10.0,"pykan_[6,4,1]"
CAN,bird,can14,pa_holdout,0,global_conditional_density,18,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,additive_kan_ipp,50000,True,2.245559006012627,0.3891702244019476,0.023978685257832016,-0.21919594779859153,,,lbfgs,15.0,,,n/a_additive_edges,,,
CAN,bird,can14,pa_holdout,0,global_conditional_density,18,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,standard_kan_ipp,50000,True,79.19344421700225,0.5001031155176063,0.027536563117647385,-0.002494520020919865,,,adam_then_lbfgs,,52.333958592765114,4.0,continuous_z,225.0,15.0,"pykan_[6,4,1]"
CAN,bird,can15,pa_holdout,0,global_conditional_density,721,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,additive_kan_ipp,50000,True,2.7135388839960797,0.6810381757196868,0.30453261922024527,0.38396262083682847,,,lbfgs,15.0,,,n/a_additive_edges,,,
CAN,bird,can15,pa_holdout,0,global_conditional_density,721,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,standard_kan_ipp,50000,True,39.028819273997215,0.647877108168118,0.2831094951042755,0.3132265942302907,,,adam_then_lbfgs,,6159.943159022435,4.0,continuous_z,80.0,10.0,"pykan_[6,4,1]"
CAN,bird,can16,pa_holdout,0,global_conditional_density,57,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,additive_kan_ipp,50000,True,2.6161477509886026,0.4970588822931328,0.023194543521456355,0.04288993383020981,,,lbfgs,15.0,,,n/a_additive_edges,,,
CAN,bird,can16,pa_holdout,0,global_conditional_density,57,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,standard_kan_ipp,50000,True,53.20176750099927,0.5637225890094082,0.027589102797264377,0.17752750046890467,,,adam_then_lbfgs,,307.30547061639396,4.0,continuous_z,150.0,10.0,"pykan_[6,4,1]"
CAN,bird,can17,pa_holdout,0,global_conditional_density,313,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,additive_kan_ipp,50000,True,2.627213469007984,0.47040236395947066,0.1768124435164985,-0.04549590132637864,,,lbfgs,15.0,,,n/a_additive_edges,,,
CAN,bird,can17,pa_holdout,0,global_conditional_density,313,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,standard_kan_ipp,50000,True,38.71373722900171,0.4721739584964562,0.18116704104819015,-0.051762819093513046,,,adam_then_lbfgs,,2627.2436874381247,4.0,continuous_z,80.0,10.0,"pykan_[6,4,1]"
CAN,bird,can18,pa_holdout,0,global_conditional_density,612,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,additive_kan_ipp,50000,True,2.514358311003889,0.7808776705012326,0.21529403152431345,0.6030287162326137,,,lbfgs,15.0,,,n/a_additive_edges,,,
CAN,bird,can18,pa_holdout,0,global_conditional_density,612,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,standard_kan_ipp,50000,True,38.80212220600515,0.7355585806823481,0.17985315635542964,0.5124087189376993,,,adam_then_lbfgs,,4944.080935858004,4.0,continuous_z,80.0,10.0,"pykan_[6,4,1]"
CAN,bird,can19,pa_holdout,0,global_conditional_density,109,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,additive_kan_ipp,50000,True,2.500302823013044,0.46410342338626515,0.001455309539843703,-0.256772377481443,,,lbfgs,15.0,,,n/a_additive_edges,,,
CAN,bird,can19,pa_holdout,0,global_conditional_density,109,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,standard_kan_ipp,50000,True,37.33913634199416,0.5777608785316559,0.001906254171508622,0.009628009334788258,,,adam_then_lbfgs,,702.692729948988,4.0,continuous_z,80.0,10.0,"pykan_[6,4,1]"
CAN,bird,can20,pa_holdout,0,global_conditional_density,380,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,additive_kan_ipp,50000,True,2.353302208997775,0.6239511401819516,0.08789875917732955,0.29441722235476375,,,lbfgs,15.0,,,n/a_additive_edges,,,
CAN,bird,can20,pa_holdout,0,global_conditional_density,380,14571,onehot_l2,0.01,1e-06,0.0001,frozen_default,9,"G=6,K=3",random_50k,full_background_50k,ipp,standard_kan_e2e_can20,standard_kan_ipp,50000,True,36.13839925201319,0.5811507006371304,0.07989764507225514,0.2123493938631767,,,adam_then_lbfgs,,3279.5466831307936,4.0,continuous_z,80.0,10.0,"pykan_[6,4,1]"
