region,taxon_group,species_id,split_id,seed,estimand,n_presence,n_PA_test,categorical_encoding,weight_decay,lambda_r,basis_df,knots,background_scheme,n_background,integration_support,model,objective,lambda_s,lambda_selection,converged,runtime_s,auc_roc,auprc,prg,artifact_path,skip_reason,maxnet_bg_n,pos_weight
AWT,bird,awt20,pa_holdout,0,global_conditional_density,104,340,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,3.1094,0.48923076923076925,0.22238288795151018,-0.0034829077945163446,,,10000.0,
AWT,bird,awt20,pa_holdout,0,global_conditional_density,104,340,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.8309,0.5516826923076923,0.2469758130382465,0.1269299856486544,,,,
AWT,bird,awt20,pa_holdout,0,global_conditional_density,104,340,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,8.8455,0.551826923076923,0.24708110554873813,0.12642745012168155,,,,
AWT,bird,awt20,pa_holdout,0,global_conditional_density,104,340,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.3043,0.567548076923077,0.25906514551721266,0.14226696192853422,,,,480.7692307692308
AWT,plant,awt21,pa_holdout,0,global_conditional_density,17,102,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,1.3836,0.5878048780487806,0.3263249138192981,0.19572966757404275,,,10000.0,
AWT,plant,awt21,pa_holdout,0,global_conditional_density,17,102,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.0883,0.5689024390243902,0.3645728450693573,0.24482382389780089,,,,
AWT,plant,awt21,pa_holdout,0,global_conditional_density,17,102,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,3.1829,0.5701219512195121,0.3655629234897064,0.24809906590742714,,,,
AWT,plant,awt21,pa_holdout,0,global_conditional_density,17,102,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.0445,0.5176829268292683,0.29659918507028016,0.08782178344058021,,,,2941.176470588235
AWT,plant,awt22,pa_holdout,0,global_conditional_density,9,102,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_l,True,1.1233,0.7191480017566974,0.5349865044471975,0.4604148052148007,,,10000.0,
AWT,plant,awt22,pa_holdout,0,global_conditional_density,9,102,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.0052,0.6732542819499341,0.5783893941732478,0.3231674960667191,,,,
AWT,plant,awt22,pa_holdout,0,global_conditional_density,9,102,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,3.7483,0.6732542819499341,0.5783893941732478,0.3231674960667191,,,,
AWT,plant,awt22,pa_holdout,0,global_conditional_density,9,102,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.0266,0.5990338164251208,0.5089760094961673,0.16491044825303894,,,,5555.555555555556
AWT,plant,awt23,pa_holdout,0,global_conditional_density,56,102,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,2.0209,0.6561418685121108,0.46894809393480097,0.32122252837097526,,,10000.0,
AWT,plant,awt23,pa_holdout,0,global_conditional_density,56,102,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,2.9841,0.648356401384083,0.4458326045536161,0.3120694564820962,,,,
