region,species_id,seed,auc_additive,auc_deep2,delta_auc
NSW,nsw47,2,0.9246827510574964,0.9029061569794768,-0.021776594078019573
NSW,nsw48,0,0.900862318421205,0.8961890155680305,-0.004673302853174466
NSW,nsw48,1,0.9008767868510908,0.8967098790439262,-0.004166907807164666
NSW,nsw48,2,0.900833381561433,0.9000954916372476,-0.000737889924185442
NSW,nsw49,0,0.7554851859426903,0.7558307649991889,0.00034557905649856835
NSW,nsw49,1,0.7555980280835879,0.7512747635604516,-0.00432326452313625
NSW,nsw49,2,0.7555345543793329,0.7539406591391555,-0.0015938952401773898
NSW,nsw50,0,0.7989096347758962,0.8100545182612051,0.011144883485308954
NSW,nsw50,1,0.798861388527042,0.808993100786414,0.010131712259371928
NSW,nsw50,2,0.7989096347758962,0.8100062720123511,0.011096637236454931
NSW,nsw51,0,0.7481703260146373,0.8040585495675316,0.055888223552894356
NSW,nsw51,1,0.7481703260146373,0.8127079174983367,0.06453759148369942
NSW,nsw51,2,0.7481703260146373,0.8018962075848304,0.05372588157019309
NSW,nsw52,0,0.8050253423918905,0.8096193249218161,0.0045939825299256
NSW,nsw52,1,0.8048815557712354,0.8094252129839318,0.004543657212696339
NSW,nsw52,2,0.8050900463711852,0.8096121355907833,0.004522089219598069
NSW,nsw53,0,0.6890550081171896,0.7166156982670744,0.027560690149884826
NSW,nsw53,1,0.6893947974478045,0.7211462226752747,0.03175142522747021
NSW,nsw53,2,0.6890550081171896,0.7136708574017443,0.024615849284554736
NSW,nsw54,0,0.5479706223424816,0.5424816389640511,-0.005488983378430512
NSW,nsw54,1,0.5479706223424816,0.5451101662156939,-0.002860456126787758
NSW,nsw54,2,0.5482025512176266,0.5442597603401623,-0.003942790877464297
NZ,nz01,0,0.8307728274664351,0.8021937650886952,-0.028579062377739883
NZ,nz01,1,0.8299736633682261,0.8706777547703337,0.04070409140210762
NZ,nz01,2,0.8308905153137335,0.8496863777907129,0.018795862476979397
NZ,nz02,0,0.7488411800687487,0.7183828047602925,-0.030458375308456187
NZ,nz02,1,0.7487990168416037,0.7252076740974825,-0.023591342744121113
NZ,nz02,2,0.7487559479271605,0.7288331821532228,-0.0199227657739377
NZ,nz03,0,0.6328959073377523,0.6306011456499603,-0.0022947616877919685
NZ,nz03,1,0.6328629961693837,0.6337750012128374,0.0009120050434536786
NZ,nz03,2,0.6327189183878598,0.6302990942602679,-0.0024198241275918964
NZ,nz04,0,0.8102633144416326,0.824137540229921,0.013874225788288452
NZ,nz04,1,0.8104488486555053,0.8225098711343956,0.012061022478890293
NZ,nz04,2,0.8106752231215302,0.8231470180252901,0.012471794903759936
NZ,nz05,0,0.7277778447308552,0.7238948690966636,-0.003882975634191599
NZ,nz05,1,0.727746888396828,0.7229807227120255,-0.004766165684802481
NZ,nz05,2,0.7276030095864757,0.7212385625350364,-0.006364447051439348
NZ,nz06,0,0.6375083439267778,0.6493978141495609,0.011889470222783083
NZ,nz06,1,0.6369881455131615,0.6444010139193678,0.007412868406206252
NZ,nz06,2,0.6370706620070276,0.6494923472103766,0.012421685203349075
NZ,nz07,0,0.893800637982418,0.9031657007073718,0.009365062724953743
NZ,nz07,1,0.8935497880879997,0.903112036302098,0.009562248214098346
NZ,nz07,2,0.8936458848137221,0.9048118251389036,0.011165940325181478
NZ,nz08,0,0.7803385775790307,0.7521771122232314,-0.02816146535579933
NZ,nz08,1,0.7802505880832414,0.7512791171281403,-0.02897147095510111
NZ,nz08,2,0.7802544690135598,0.7520761428092345,-0.028178326204325255
NZ,nz09,0,0.7904686055077507,0.7863878015234872,-0.00408080398426347
